Model Name: acacia_button | Name: Acacia Button | Opaque: No
Model Name: purpur_pillar | Name: Purpur Pillar | Opaque: Yes
Model Name: purpur_slab | Name: Purpur Slab | Opaque: Yes
Model Name: purpur_stairs | Name: Purpur Stairs | Opaque: Yes
Model Name: quartz_block | Name: Block of Quartz | Opaque: Yes
Model Name: quartz_bricks | Name: Quartz Bricks | Opaque: Yes
Model Name: quartz_pillar | Name: Quartz Pillar | Opaque: Yes
Model Name: quartz_slab | Name: Quartz Slab | Opaque: Yes
Model Name: quartz_stairs | Name: Quartz Stairs | Opaque: Yes
Model Name: rail | Name: Rail | Opaque: No
Model Name: raw_copper_block | Name: Block of Raw Copper | Opaque: Yes
Model Name: raw_gold_block | Name: Block of Raw Gold | Opaque: Yes
Model Name: raw_iron_block | Name: Block of Raw Iron | Opaque: Yes
Model Name: red_banner | Name: Red Banner | Opaque: No
Model Name: red_bed | Name: Red Bed | Opaque: No
Model Name: red_candle | Name: Red Candle | Opaque: No
Model Name: red_candle_cake | Name: Cake with Red Candle | Opaque: Yes
Model Name: red_carpet | Name: Red Carpet | Opaque: Yes
Model Name: red_concrete | Name: Red Concrete | Opaque: Yes
Model Name: red_concrete_powder | Name: Red Concrete Powder | Opaque: Yes
Model Name: red_glazed_terracotta | Name: Red Glazed Terracotta | Opaque: Yes
Model Name: red_mushroom | Name: Red Mushroom | Opaque: No
Model Name: red_mushroom_block | Name: Red Mushroom Block | Opaque: Yes
Model Name: red_nether_brick_slab | Name: Red Nether Brick Slab | Opaque: Yes
Model Name: red_nether_brick_stairs | Name: Red Nether Brick Stairs | Opaque: Yes
Model Name: red_nether_brick_wall | Name: Red Nether Brick Wall | Opaque: Yes
Model Name: red_nether_bricks | Name: Red Nether Bricks | Opaque: Yes
Model Name: red_sand | Name: Red Sand | Opaque: Yes
Model Name: red_sandstone | Name: Red Sandstone | Opaque: Yes
Model Name: red_sandstone_slab | Name: Red Sandstone Slab | Opaque: Yes
Model Name: red_sandstone_stairs | Name: Red Sandstone Stairs | Opaque: Yes
Model Name: red_sandstone_wall | Name: Red Sandstone Wall | Opaque: Yes
Model Name: red_shulker_box | Name: Red Shulker Box | Opaque: No
Model Name: red_stained_glass | Name: Red Stained Glass | Opaque: No
Model Name: red_stained_glass_pane | Name: Red Stained Glass Pane | Opaque: No
Model Name: red_terracotta | Name: Red Terracotta | Opaque: Yes
Model Name: red_tulip | Name: Red Tulip | Opaque: No
Model Name: red_wool | Name: Red Wool | Opaque: Yes
Model Name: redstone_block | Name: Block of Redstone | Opaque: Yes
Model Name: redstone_lamp | Name: Redstone Lamp | Opaque: Yes
Model Name: redstone_ore | Name: Redstone Ore | Opaque: Yes
Model Name: redstone_torch | Name: Redstone Torch | Opaque: No
Model Name: redstone_wall_torch | Name: Redstone Wall Torch | Opaque: No
Model Name: redstone_wire | Name: Redstone Wire | Opaque: No
Model Name: reinforced_deepslate | Name: Reinforced Deepslate | Opaque: Yes
Model Name: repeater | Name: Redstone Repeater | Opaque: Yes
Model Name: repeating_command_block | Name: Repeating Command Block | Opaque: Yes
Model Name: resin_block | Name: Block of Resin | Opaque: Yes
Model Name: resin_brick_slab | Name: Resin Brick Slab | Opaque: Yes
Model Name: resin_brick_stairs | Name: Resin Brick Stairs | Opaque: Yes
Model Name: resin_brick_wall | Name: Resin Brick Wall | Opaque: Yes
Model Name: resin_bricks | Name: Resin Bricks | Opaque: Yes
Model Name: resin_clump | Name: Resin Clump | Opaque: No
Model Name: respawn_anchor | Name: Respawn Anchor | Opaque: Yes
Model Name: rooted_dirt | Name: Rooted Dirt | Opaque: Yes
Model Name: rose_bush | Name: Rose Bush | Opaque: No
Model Name: sand | Name: Sand | Opaque: Yes
Model Name: sandstone | Name: Sandstone | Opaque: Yes
Model Name: sandstone_slab | Name: Sandstone Slab | Opaque: Yes
Model Name: sandstone_stairs | Name: Sandstone Stairs | Opaque: Yes
Model Name: sandstone_wall | Name: Sandstone Wall | Opaque: Yes
Model Name: scaffolding | Name: Scaffolding | Opaque: No
Model Name: sculk | Name: Sculk | Opaque: Yes
Model Name: sculk_catalyst | Name: Sculk Catalyst | Opaque: Yes
Model Name: sculk_sensor | Name: Sculk Sensor | Opaque: Yes
Model Name: sculk_shrieker | Name: Sculk Shrieker | Opaque: Yes
Model Name: sculk_vein | Name: Sculk Vein | Opaque: No
Model Name: sea_lantern | Name: Sea Lantern | Opaque: Yes
Model Name: sea_pickle | Name: Sea Pickle | Opaque: No
Model Name: seagrass | Name: Seagrass | Opaque: No
Model Name: set_spawn | Name: Respawn point set | Opaque: Yes
Model Name: short_dry_grass | Name: Short Dry Grass | Opaque: No
Model Name: short_grass | Name: Short Grass | Opaque: No
Model Name: shroomlight | Name: Shroomlight | Opaque: Yes
Model Name: shulker_box | Name: Shulker Box | Opaque: No
Model Name: skeleton_skull | Name: Skeleton Skull | Opaque: No
Model Name: skeleton_wall_skull | Name: Skeleton Wall Skull | Opaque: Yes
Model Name: slime_block | Name: Slime Block | Opaque: No
Model Name: small_amethyst_bud | Name: Small Amethyst Bud | Opaque: No
Model Name: small_dripleaf | Name: Small Dripleaf | Opaque: No
Model Name: smithing_table | Name: Smithing Table | Opaque: Yes
Model Name: smoker | Name: Smoker | Opaque: Yes
Model Name: smooth_basalt | Name: Smooth Basalt | Opaque: Yes
Model Name: smooth_quartz | Name: Smooth Quartz Block | Opaque: Yes
Model Name: smooth_quartz_slab | Name: Smooth Quartz Slab | Opaque: Yes
Model Name: smooth_quartz_stairs | Name: Smooth Quartz Stairs | Opaque: Yes
Model Name: smooth_red_sandstone | Name: Smooth Red Sandstone | Opaque: Yes
Model Name: smooth_red_sandstone_slab | Name: Smooth Red Sandstone Slab | Opaque: Yes
Model Name: smooth_red_sandstone_stairs | Name: Smooth Red Sandstone Stairs | Opaque: Yes
Model Name: smooth_sandstone | Name: Smooth Sandstone | Opaque: Yes
Model Name: smooth_sandstone_slab | Name: Smooth Sandstone Slab | Opaque: Yes
Model Name: smooth_sandstone_stairs | Name: Smooth Sandstone Stairs | Opaque: Yes
Model Name: smooth_stone | Name: Smooth Stone | Opaque: Yes
Model Name: smooth_stone_slab | Name: Smooth Stone Slab | Opaque: Yes
Model Name: sniffer_egg | Name: Sniffer Egg | Opaque: No
Model Name: snow | Name: Snow | Opaque: Yes
Model Name: snow_block | Name: Snow Block | Opaque: Yes
Model Name: soul_campfire | Name: Soul Campfire | Opaque: No
Model Name: soul_fire | Name: Soul Fire | Opaque: No
Model Name: soul_lantern | Name: Soul Lantern | Opaque: No
Model Name: soul_sand | Name: Soul Sand | Opaque: Yes
Model Name: soul_soil | Name: Soul Soil | Opaque: Yes
Model Name: soul_torch | Name: Soul Torch | Opaque: No
Model Name: soul_wall_torch | Name: Soul Wall Torch | Opaque: No
Model Name: spawner | Name: Monster Spawner | Opaque: No
Model Name: sponge | Name: Sponge | Opaque: Yes
Model Name: spore_blossom | Name: Spore Blossom | Opaque: No
Model Name: spruce_button | Name: Spruce Button | Opaque: No
Model Name: spruce_door | Name: Spruce Door | Opaque: No
Model Name: spruce_fence | Name: Spruce Fence | Opaque: Yes
Model Name: spruce_fence_gate | Name: Spruce Fence Gate | Opaque: Yes
Model Name: spruce_hanging_sign | Name: Spruce Hanging Sign | Opaque: No
Model Name: spruce_leaves | Name: Spruce Leaves | Opaque: No
Model Name: spruce_log | Name: Spruce Log | Opaque: Yes
Model Name: spruce_planks | Name: Spruce Planks | Opaque: Yes
Model Name: spruce_pressure_plate | Name: Spruce Pressure Plate | Opaque: No
Model Name: spruce_sapling | Name: Spruce Sapling | Opaque: No
Model Name: spruce_shelf | Name: Spruce Shelf | Opaque: Yes
Model Name: spruce_sign | Name: Spruce Sign | Opaque: No
Model Name: spruce_slab | Name: Spruce Slab | Opaque: Yes
Model Name: spruce_stairs | Name: Spruce Stairs | Opaque: Yes
Model Name: spruce_trapdoor | Name: Spruce Trapdoor | Opaque: No
Model Name: spruce_wall_hanging_sign | Name: Spruce Wall Hanging Sign | Opaque: No
Model Name: spruce_wall_sign | Name: Spruce Wall Sign | Opaque: No
Model Name: spruce_wood | Name: Spruce Wood | Opaque: Yes
Model Name: sticky_piston | Name: Sticky Piston | Opaque: Yes
Model Name: stone | Name: Stone | Opaque: Yes
Model Name: stone_brick_slab | Name: Stone Brick Slab | Opaque: Yes
Model Name: stone_brick_stairs | Name: Stone Brick Stairs | Opaque: Yes
Model Name: stone_brick_wall | Name: Stone Brick Wall | Opaque: Yes
Model Name: stone_bricks | Name: Stone Bricks | Opaque: Yes
Model Name: stone_button | Name: Stone Button | Opaque: No
Model Name: stone_pressure_plate | Name: Stone Pressure Plate | Opaque: No
Model Name: stone_slab | Name: Stone Slab | Opaque: Yes
Model Name: stone_stairs | Name: Stone Stairs | Opaque: Yes
Model Name: stonecutter | Name: Stonecutter | Opaque: Yes
Model Name: stripped_acacia_log | Name: Stripped Acacia Log | Opaque: Yes
Model Name: stripped_acacia_wood | Name: Stripped Acacia Wood | Opaque: Yes
Model Name: stripped_bamboo_block | Name: Block of Stripped Bamboo | Opaque: Yes
Model Name: stripped_birch_log | Name: Stripped Birch Log | Opaque: Yes
Model Name: stripped_birch_wood | Name: Stripped Birch Wood | Opaque: Yes
Model Name: stripped_cherry_log | Name: Stripped Cherry Log | Opaque: Yes
Model Name: stripped_cherry_wood | Name: Stripped Cherry Wood | Opaque: Yes
Model Name: stripped_crimson_hyphae | Name: Stripped Crimson Hyphae | Opaque: Yes
Model Name: stripped_crimson_stem | Name: Stripped Crimson Stem | Opaque: Yes
Model Name: stripped_dark_oak_log | Name: Stripped Dark Oak Log | Opaque: Yes
Model Name: stripped_dark_oak_wood | Name: Stripped Dark Oak Wood | Opaque: Yes
Model Name: stripped_jungle_log | Name: Stripped Jungle Log | Opaque: Yes
Model Name: stripped_jungle_wood | Name: Stripped Jungle Wood | Opaque: Yes
Model Name: stripped_mangrove_log | Name: Stripped Mangrove Log | Opaque: Yes
Model Name: stripped_mangrove_wood | Name: Stripped Mangrove Wood | Opaque: Yes
Model Name: stripped_oak_log | Name: Stripped Oak Log | Opaque: Yes
Model Name: stripped_oak_wood | Name: Stripped Oak Wood | Opaque: Yes
Model Name: stripped_pale_oak_log | Name: Stripped Pale Oak Log | Opaque: Yes
Model Name: stripped_pale_oak_wood | Name: Stripped Pale Oak Wood | Opaque: Yes
Model Name: stripped_spruce_log | Name: Stripped Spruce Log | Opaque: Yes
Model Name: stripped_spruce_wood | Name: Stripped Spruce Wood | Opaque: Yes
Model Name: stripped_warped_hyphae | Name: Stripped Warped Hyphae | Opaque: Yes
Model Name: stripped_warped_stem | Name: Stripped Warped Stem | Opaque: Yes
Model Name: structure_block | Name: Structure Block | Opaque: Yes
Model Name: structure_void | Name: Structure Void | Opaque: No
Model Name: sugar_cane | Name: Sugar Cane | Opaque: No
Model Name: sunflower | Name: Sunflower | Opaque: No
Model Name: suspicious_gravel | Name: Suspicious Gravel | Opaque: Yes
Model Name: suspicious_sand | Name: Suspicious Sand | Opaque: Yes
Model Name: sweet_berry_bush | Name: Sweet Berry Bush | Opaque: No
Model Name: tall_dry_grass | Name: Tall Dry Grass | Opaque: No
Model Name: tall_grass | Name: Tall Grass | Opaque: No
Model Name: tall_seagrass | Name: Tall Seagrass | Opaque: No
Model Name: target | Name: Target | Opaque: Yes
Model Name: terracotta | Name: Terracotta | Opaque: Yes
Model Name: test_block | Name: Test Block | Opaque: Yes
Model Name: test_instance_block | Name: Test Instance Block | Opaque: No
Model Name: tinted_glass | Name: Tinted Glass | Opaque: No
Model Name: tnt | Name: TNT | Opaque: Yes
Model Name: torch | Name: Torch | Opaque: No
Model Name: torchflower | Name: Torchflower | Opaque: No
Model Name: torchflower_crop | Name: Torchflower Crop | Opaque: No
Model Name: trapped_chest | Name: Trapped Chest | Opaque: Yes
Model Name: trial_spawner | Name: Trial Spawner | Opaque: No
Model Name: tripwire | Name: Tripwire | Opaque: No
Model Name: tripwire_hook | Name: Tripwire Hook | Opaque: No
Model Name: tube_coral | Name: Tube Coral | Opaque: No
Model Name: tube_coral_block | Name: Tube Coral Block | Opaque: Yes
Model Name: tube_coral_fan | Name: Tube Coral Fan | Opaque: No
Model Name: tube_coral_wall_fan | Name: Tube Coral Wall Fan | Opaque: No
Model Name: tuff | Name: Tuff | Opaque: Yes
Model Name: tuff_brick_slab | Name: Tuff Brick Slab | Opaque: Yes
Model Name: tuff_brick_stairs | Name: Tuff Brick Stairs | Opaque: Yes
Model Name: tuff_brick_wall | Name: Tuff Brick Wall | Opaque: Yes
Model Name: tuff_bricks | Name: Tuff Bricks | Opaque: Yes
Model Name: tuff_slab | Name: Tuff Slab | Opaque: Yes
Model Name: tuff_stairs | Name: Tuff Stairs | Opaque: Yes
Model Name: tuff_wall | Name: Tuff Wall | Opaque: Yes
Model Name: turtle_egg | Name: Turtle Egg | Opaque: No
Model Name: twisting_vines | Name: Twisting Vines | Opaque: No
Model Name: twisting_vines_plant | Name: Twisting Vines Plant | Opaque: No
Model Name: vault | Name: Vault | Opaque: No
Model Name: verdant_froglight | Name: Verdant Froglight | Opaque: Yes
Model Name: vine | Name: Vines | Opaque: No
Model Name: void_air | Name: Void Air | Opaque: No
Model Name: wall_torch | Name: Wall Torch | Opaque: No
Model Name: warped_button | Name: Warped Button | Opaque: No
Model Name: warped_door | Name: Warped Door | Opaque: No
Model Name: warped_fence | Name: Warped Fence | Opaque: Yes
Model Name: warped_fence_gate | Name: Warped Fence Gate | Opaque: Yes
Model Name: warped_fungus | Name: Warped Fungus | Opaque: No
Model Name: warped_hanging_sign | Name: Warped Hanging Sign | Opaque: No
Model Name: warped_hyphae | Name: Warped Hyphae | Opaque: Yes
Model Name: warped_nylium | Name: Warped Nylium | Opaque: Yes
Model Name: warped_planks | Name: Warped Planks | Opaque: Yes
Model Name: warped_pressure_plate | Name: Warped Pressure Plate | Opaque: No
Model Name: warped_roots | Name: Warped Roots | Opaque: No
Model Name: warped_shelf | Name: Warped Shelf | Opaque: Yes
Model Name: warped_sign | Name: Warped Sign | Opaque: No
Model Name: warped_slab | Name: Warped Slab | Opaque: Yes
Model Name: warped_stairs | Name: Warped Stairs | Opaque: Yes
Model Name: warped_stem | Name: Warped Stem | Opaque: Yes
Model Name: warped_trapdoor | Name: Warped Trapdoor | Opaque: No
Model Name: warped_wall_hanging_sign | Name: Warped Wall Hanging Sign | Opaque: No
Model Name: warped_wall_sign | Name: Warped Wall Sign | Opaque: No
Model Name: warped_wart_block | Name: Warped Wart Block | Opaque: Yes
Model Name: water | Name: Water | Opaque: No
Model Name: water_cauldron | Name: Water Cauldron | Opaque: No
Model Name: waxed_chiseled_copper | Name: Waxed Chiseled Copper | Opaque: Yes
Model Name: waxed_copper_bars | Name: Waxed Copper Bars | Opaque: Yes
Model Name: waxed_copper_block | Name: Waxed Block of Copper | Opaque: Yes
Model Name: waxed_copper_bulb | Name: Waxed Copper Bulb | Opaque: Yes
Model Name: waxed_copper_chain | Name: Waxed Copper Chain | Opaque: Yes
Model Name: waxed_copper_chest | Name: Waxed Copper Chest | Opaque: Yes
Model Name: waxed_copper_door | Name: Waxed Copper Door | Opaque: No
Model Name: waxed_copper_golem_statue | Name: Waxed Copper Golem Statue | Opaque: No
Model Name: waxed_copper_grate | Name: Waxed Copper Grate | Opaque: No
Model Name: waxed_copper_lantern | Name: Waxed Copper Lantern | Opaque: Yes
Model Name: waxed_copper_trapdoor | Name: Waxed Copper Trapdoor | Opaque: No
Model Name: waxed_cut_copper | Name: Waxed Cut Copper | Opaque: Yes
Model Name: waxed_cut_copper_slab | Name: Waxed Cut Copper Slab | Opaque: Yes
Model Name: waxed_cut_copper_stairs | Name: Waxed Cut Copper Stairs | Opaque: Yes
Model Name: waxed_exposed_chiseled_copper | Name: Waxed Exposed Chiseled Copper | Opaque: Yes
Model Name: waxed_exposed_copper | Name: Waxed Exposed Copper | Opaque: Yes
Model Name: waxed_exposed_copper_bars | Name: Waxed Exposed Copper Bars | Opaque: Yes
Model Name: waxed_exposed_copper_bulb | Name: Waxed Exposed Copper Bulb | Opaque: Yes
Model Name: waxed_exposed_copper_chain | Name: Waxed Exposed Copper Chain | Opaque: Yes
Model Name: waxed_exposed_copper_chest | Name: Waxed Exposed Copper Chest | Opaque: Yes
Model Name: waxed_exposed_copper_door | Name: Waxed Exposed Copper Door | Opaque: No
Model Name: waxed_exposed_copper_golem_statue | Name: Waxed Exposed Copper Golem Statue | Opaque: No
Model Name: waxed_exposed_copper_grate | Name: Waxed Exposed Copper Grate | Opaque: No
Model Name: waxed_exposed_copper_lantern | Name: Waxed Exposed Copper Lantern | Opaque: Yes
Model Name: waxed_exposed_copper_trapdoor | Name: Waxed Exposed Copper Trapdoor | Opaque: No
Model Name: waxed_exposed_cut_copper | Name: Waxed Exposed Cut Copper | Opaque: Yes
Model Name: waxed_exposed_cut_copper_slab | Name: Waxed Exposed Cut Copper Slab | Opaque: Yes
Model Name: waxed_exposed_cut_copper_stairs | Name: Waxed Exposed Cut Copper Stairs | Opaque: Yes
Model Name: waxed_exposed_lightning_rod | Name: Waxed Exposed Lightning Rod | Opaque: No
Model Name: waxed_lightning_rod | Name: Waxed Lightning Rod | Opaque: No
Model Name: waxed_oxidized_chiseled_copper | Name: Waxed Oxidized Chiseled Copper | Opaque: Yes
Model Name: waxed_oxidized_copper | Name: Waxed Oxidized Copper | Opaque: Yes
Model Name: waxed_oxidized_copper_bars | Name: Waxed Oxidized Copper Bars | Opaque: Yes
Model Name: waxed_oxidized_copper_bulb | Name: Waxed Oxidized Copper Bulb | Opaque: Yes
Model Name: waxed_oxidized_copper_chain | Name: Waxed Oxidized Copper Chain | Opaque: Yes
Model Name: waxed_oxidized_copper_chest | Name: Waxed Oxidized Copper Chest | Opaque: Yes
Model Name: waxed_oxidized_copper_door | Name: Waxed Oxidized Copper Door | Opaque: No
Model Name: waxed_oxidized_copper_golem_statue | Name: Waxed Oxidized Copper Golem Statue | Opaque: No
Model Name: waxed_oxidized_copper_grate | Name: Waxed Oxidized Copper Grate | Opaque: No
Model Name: waxed_oxidized_copper_lantern | Name: Waxed Oxidized Copper Lantern | Opaque: Yes
Model Name: waxed_oxidized_copper_trapdoor | Name: Waxed Oxidized Copper Trapdoor | Opaque: No
Model Name: waxed_oxidized_cut_copper | Name: Waxed Oxidized Cut Copper | Opaque: Yes
Model Name: waxed_oxidized_cut_copper_slab | Name: Waxed Oxidized Cut Copper Slab | Opaque: Yes
Model Name: waxed_oxidized_cut_copper_stairs | Name: Waxed Oxidized Cut Copper Stairs | Opaque: Yes
Model Name: waxed_oxidized_lightning_rod | Name: Waxed Oxidized Lightning Rod | Opaque: No
Model Name: waxed_weathered_chiseled_copper | Name: Waxed Weathered Chiseled Copper | Opaque: Yes
Model Name: waxed_weathered_copper | Name: Waxed Weathered Copper | Opaque: Yes
Model Name: waxed_weathered_copper_bars | Name: Waxed Weathered Copper Bars | Opaque: Yes
Model Name: waxed_weathered_copper_bulb | Name: Waxed Weathered Copper Bulb | Opaque: Yes
Model Name: waxed_weathered_copper_chain | Name: Waxed Weathered Copper Chain | Opaque: Yes
Model Name: waxed_weathered_copper_chest | Name: Waxed Weathered Copper Chest | Opaque: Yes
Model Name: waxed_weathered_copper_door | Name: Waxed Weathered Copper Door | Opaque: No
Model Name: waxed_weathered_copper_golem_statue | Name: Waxed Weathered Copper Golem Statue | Opaque: No
Model Name: waxed_weathered_copper_grate | Name: Waxed Weathered Copper Grate | Opaque: No
Model Name: waxed_weathered_copper_lantern | Name: Waxed Weathered Copper Lantern | Opaque: Yes
Model Name: waxed_weathered_copper_trapdoor | Name: Waxed Weathered Copper Trapdoor | Opaque: No
Model Name: waxed_weathered_cut_copper | Name: Waxed Weathered Cut Copper | Opaque: Yes
Model Name: waxed_weathered_cut_copper_slab | Name: Waxed Weathered Cut Copper Slab | Opaque: Yes
Model Name: waxed_weathered_cut_copper_stairs | Name: Waxed Weathered Cut Copper Stairs | Opaque: Yes
Model Name: waxed_weathered_lightning_rod | Name: Waxed Weathered Lightning Rod | Opaque: No
Model Name: weathered_chiseled_copper | Name: Weathered Chiseled Copper | Opaque: Yes
Model Name: weathered_copper | Name: Weathered Copper | Opaque: Yes
Model Name: weathered_copper_bars | Name: Weathered Copper Bars | Opaque: Yes
Model Name: weathered_copper_bulb | Name: Weathered Copper Bulb | Opaque: Yes
Model Name: weathered_copper_chain | Name: Weathered Copper Chain | Opaque: Yes
Model Name: weathered_copper_chest | Name: Weathered Copper Chest | Opaque: Yes
Model Name: weathered_copper_door | Name: Weathered Copper Door | Opaque: No
Model Name: weathered_copper_golem_statue | Name: Weathered Copper Golem Statue | Opaque: No
Model Name: weathered_copper_grate | Name: Weathered Copper Grate | Opaque: No
Model Name: weathered_copper_lantern | Name: Weathered Copper Lantern | Opaque: Yes
Model Name: weathered_copper_trapdoor | Name: Weathered Copper Trapdoor | Opaque: No
Model Name: weathered_cut_copper | Name: Weathered Cut Copper | Opaque: Yes
Model Name: weathered_cut_copper_slab | Name: Weathered Cut Copper Slab | Opaque: Yes
Model Name: weathered_cut_copper_stairs | Name: Weathered Cut Copper Stairs | Opaque: Yes
Model Name: weathered_lightning_rod | Name: Weathered Lightning Rod | Opaque: No
Model Name: weeping_vines | Name: Weeping Vines | Opaque: No
Model Name: weeping_vines_plant | Name: Weeping Vines Plant | Opaque: No
Model Name: wet_sponge | Name: Wet Sponge | Opaque: Yes
Model Name: wheat | Name: Wheat Crops | Opaque: No
Model Name: white_banner | Name: White Banner | Opaque: No
Model Name: white_bed | Name: White Bed | Opaque: No
Model Name: white_candle | Name: White Candle | Opaque: No
Model Name: white_candle_cake | Name: Cake with White Candle | Opaque: Yes
Model Name: white_carpet | Name: White Carpet | Opaque: Yes
Model Name: white_concrete | Name: White Concrete | Opaque: Yes
Model Name: white_concrete_powder | Name: White Concrete Powder | Opaque: Yes
Model Name: white_glazed_terracotta | Name: White Glazed Terracotta | Opaque: Yes
Model Name: white_shulker_box | Name: White Shulker Box | Opaque: No
Model Name: white_stained_glass | Name: White Stained Glass | Opaque: No
Model Name: white_stained_glass_pane | Name: White Stained Glass Pane | Opaque: No
Model Name: white_terracotta | Name: White Terracotta | Opaque: Yes
Model Name: white_tulip | Name: White Tulip | Opaque: No
Model Name: white_wool | Name: White Wool | Opaque: Yes
Model Name: wildflowers | Name: Wildflowers | Opaque: No
Model Name: wither_rose | Name: Wither Rose | Opaque: No
Model Name: wither_skeleton_skull | Name: Wither Skeleton Skull | Opaque: No
Model Name: wither_skeleton_wall_skull | Name: Wither Skeleton Wall Skull | Opaque: Yes
Model Name: yellow_banner | Name: Yellow Banner | Opaque: No
Model Name: yellow_bed | Name: Yellow Bed | Opaque: No
Model Name: yellow_candle | Name: Yellow Candle | Opaque: No
Model Name: yellow_candle_cake | Name: Cake with Yellow Candle | Opaque: Yes
Model Name: yellow_carpet | Name: Yellow Carpet | Opaque: Yes
Model Name: yellow_concrete | Name: Yellow Concrete | Opaque: Yes
Model Name: yellow_concrete_powder | Name: Yellow Concrete Powder | Opaque: Yes
Model Name: yellow_glazed_terracotta | Name: Yellow Glazed Terracotta | Opaque: Yes
Model Name: yellow_shulker_box | Name: Yellow Shulker Box | Opaque: No
Model Name: yellow_stained_glass | Name: Yellow Stained Glass | Opaque: No
Model Name: yellow_stained_glass_pane | Name: Yellow Stained Glass Pane | Opaque: No
Model Name: yellow_terracotta | Name: Yellow Terracotta | Opaque: Yes
Model Name: yellow_wool | Name: Yellow Wool | Opaque: Yes
Model Name: zombie_head | Name: Zombie Head | Opaque: No
Model Name: zombie_wall_head | Name: Zombie Wall Head | Opaque: Yes
